        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
   3060   4.729478543866317E+08   -548   -823    552    406    553    407
   3061   4.729478568939917E+08   -384   -747    373    430    374    431
   3062   4.729478669232317E+08   -124   -718    116    379    117    380
   3063   4.729478744451917E+08   -301   -996    368    167    369    168
   3064   4.729478794598317E+08   -325  -1030    401    142    402    143
   3065   4.729478819671717E+08   -394   -814    403    369    404    370
   3066   4.729478894891117E+08   -337   -986    399    187    400    188
   3067   4.729478894891117E+08   -147  -1115    257      8    258      9
   3068   4.729478919964317E+08   -329   -780    330    382    331    383
   3069   4.729478945037517E+08   -300   -855    325    301    326    302
   3070   4.729478970111117E+08     -8   -948     75    126     76    127
   3071   4.729479020257117E+08    -58   -816     84    266     85    267
   3072   4.729479020257117E+08    -29   -839     63    236     64    237
   3073   4.729479020257117E+08   -380  -1012    449    176    450    177
   3074   4.729479070403517E+08   -156  -1091    259     35    260     36
   3075   4.729479095477117E+08   -464   -723    442    478    443    479
   3076   4.729479120549917E+08   -356   -686    328    480    329    481
   3077   4.729479460326316E+08    793   -359    501    395    502    396
   3078   4.729479585692117E+08    973   -550    383    159    384    160
   3079   4.729479635838717E+08   1284   -340     24    268     25    269
   3080   4.729479685984917E+08    898   -471    430    257    431    258
   3081   4.729479711058117E+08   1146   -180    108    461    109    462
   3082   4.729479736131517E+08   1076   -503    270    173    271    174
   3083   4.729479736131517E+08   1111   -620    270     51    271     52
   3084   4.729479761204717E+08    758   -408    546    357    547    358
   3085   4.729479761204717E+08   1298   -324      4    279      5    280
   3086   4.729479836424117E+08    885   -204    364    516    365    517
   3087   4.729479836424117E+08   1064   -157    180    508    181    509
   3088   4.729479836424117E+08    832   -417    478    328    479    329
   3089   4.729479911643916E+08   1074   -369    232    301    233    302
   3090   4.729479936717317E+08   1207   -405    115    229    116    230
   3091   4.729479961790117E+08    785   -249    473    502    474    503
   3092   4.729479961790117E+08   1236   -356     73    267     74    268
   3093   4.729480011936717E+08   1229   -377     87    249     88    250
   3094   4.729480037009916E+08   1134   -510    218    149    219    150
   3095   4.729480212522317E+08   1189   -183     68    446     69    447
   3096   4.729480237595717E+08   1179   -380    136    260    137    261
   3097   4.729480262668716E+08   1270   -461     73    157     74    158
   3098   4.729480287741917E+08   1239   -325     62    296     63    297
   3099   4.729480337888317E+08   1251   -366     64    254     65    255
   3100   4.729480362961517E+08   1174   -303    119    336    120    337
   3101   4.729480413107917E+08   1072   -454    261    222    262    223
   3102   4.729480438181117E+08    878   -227    379    496    380    497
   3103   4.729480704014434E+08    710    -24    351    222    352    223
   3104   4.729480729087716E+08    508     17    531    319    532    320
   3105   4.729480729087716E+08    777     -4    280    219    281    220
   3106   4.729480754160917E+08    875    212    122    397    123    398
   3107   4.729480754160917E+08    978    -13     90    151     91    152
   3108   4.729480754160917E+08    549   -157    543    140    544    141
   3109   4.729480854454117E+08    825    318    138    514    139    515
   3110   4.729480904600117E+08    672   -222    444     43    445     44
   3111   4.729480954746717E+08    665    339    286    581    287    582
   3112   4.729481004893317E+08    484     31    549    340    550    341
   3113   4.729481080112717E+08    730    359    218    582    219    583
   3114   4.729481180405517E+08    505     58    521    361    522    362
   3115   4.729481255625117E+08    482    186    506    489    507    490
   3116   4.729481255625117E+08    808   -128    287     94    288     95
   3117   4.729481355917916E+08    647    -48    418    218    419    219
   3118   4.729481355917916E+08    807   -125    288     97    289     98
   3119   4.729481431137517E+08    504     10    538    315    539    316
   3120   4.729481506357117E+08    568    177    428    455    429    456
   3121   4.729481606650117E+08    990     61     57    220     58    221
   3122   4.729481631723316E+08    706    225    280    460    281    461
   3123   4.729481631723316E+08    474    139    528    446    529    447
   3124   4.729481631723316E+08    705    -75    371    175    372    176
   3125   4.729481706942917E+08    505     44    526    346    527    347
   3126   4.729481706942917E+08    877   -113    218     88    219     89
   3127   4.729481732016117E+08    869    221    126    409    127    410
   3128   4.729482023122717E+08    594   -948    472    251    473    252
   3129   4.729482148488917E+08    664   -796    359    375    360    376
   3130   4.729482148488917E+08    612  -1012    472    184    473    185
   3131   4.729482173562317E+08    711  -1106    405     64    406     65
   3132   4.729482223708317E+08    919   -726     95    366     96    367
   3133   4.729482324001317E+08    746   -843    295    305    296    306
   3134   4.729482374147517E+08    959   -887    105    200    106    201
   3135   4.729482399220917E+08    506   -724    489    489    490    490
   3136   4.729482399220917E+08    573   -720    424    474    425    475
   3137   4.729482424294117E+08    876   -693    126    409    127    410
   3138   4.729482474440517E+08    750   -821    285    325    286    326
   3139   4.729482599806517E+08    546   -690    442    510    443    511
   3140   4.729482599806517E+08   1048   -871     15    189     16    190
   3141   4.729482624879917E+08   1041   -805      3    254      4    255
   3142   4.729482675026317E+08    915   -602     64    485     65    486
   3143   4.729482700099517E+08   1033   -778      3    282      4    283
   3144   4.729482725172917E+08   1031   -818     17    244     18    245
   3145   4.729482725172917E+08    922   -966    165    135    166    136
   3146   4.729482775318917E+08   1006   -725     14    340     15    341
   3147   4.729482775318917E+08   1030   -777      5    284      6    285
   3148   4.729482800392317E+08    983   -684     23    387     24    388
   3149   4.729482800392317E+08   1012   -936     69    137     70    138
   3150   4.729482800392317E+08    842  -1060    268     69    269     70
   3151   4.729482825465517E+08    878   -693    126    409    127    410
   3152   4.729482825465517E+08    988   -718     28    352     29    353
   3153   4.729482825465517E+08   1008   -719     10    346     11    347
   3154   4.729482825465517E+08   1022   -775     13    288     14    289
   3155   4.729482825465517E+08    999   -825     49    248     50    249
   3156   4.729482825465517E+08   1000   -853     57    220     58    221
   3157   4.729482825465517E+08    930   -907    140    189    141    190
   3158   4.729482850538716E+08    812   -866    240    263    241    264
   3159   4.729482850538716E+08   1041   -901     32    162     33    163
   3160   4.729482850538716E+08    707  -1109    412     62    413     63
   3161   4.729482875611917E+08    955   -640     37    437     38    438
   3162   4.729482875611917E+08    998   -688     10    379     11    380
   3163   4.729482875611917E+08   1003   -696      7    369      8    370
   3164   4.729482875611917E+08   1002   -720     15    347     16    348
   3165   4.729482875611917E+08   1040   -824     10    236     11    237
   3166   4.729482875611917E+08   1045   -823      4    236      5    237
   3167   4.729482875611917E+08   1047   -835      6    224      7    225
   3168   4.729482875611917E+08   1039   -850     18    212     19    213
   3169   4.729482900685317E+08   1040   -923     39    142     40    143
   3170   4.729482925758317E+08   1003   -700      8    366      9    367
   3171   4.729482925758317E+08    874   -843    174    267    175    268
   3172   4.729482950831517E+08    981   -699     29    373     30    374
   3173   4.729482950831517E+08   1010   -714      6    350      7    351
   3174   4.729482950831517E+08   1029   -761      2    300      3    301
   3175   4.729482950831517E+08   1030   -819     18    244     19    245
   3176   4.729482950831517E+08   1043   -836     11    224     12    225
   3177   4.729482975904716E+08   1011   -810     34    258     35    259
   3178   4.729482975904716E+08   1025   -966     66    105     67    106
   3179   4.729483000977917E+08   1029   -831     23    232     24    233
   3180   4.729483000977917E+08   1048   -840      7    219      8    220
   3181   4.729483258245634E+08    680   -164     47    447     48    448
   3182   4.729483258245634E+08    688   -212     53    398     54    399
   3183   4.729483258245634E+08    726   -215     18    384     19    385
   3184   4.729483258245634E+08    717   -241     34    362     35    363
   3185   4.729483258245634E+08    717   -250     37    353     38    354
   3186   4.729483258245634E+08    736   -294     32    306     33    307
   3187   4.729483258245634E+08    704   -351     80    261     81    262
   3188   4.729483258245634E+08    743   -381     51    220     52    221
   3189   4.729483258245634E+08    740   -392     58    210     59    211
   3190   4.729483258245634E+08    731   -461     86    148     87    149
   3191   4.729483258245634E+08    744   -469     77    136     78    137
   3192   4.729483258245634E+08    681   -574    168     55    169     56
   3193   4.729483258245634E+08    716   -583    137     35    138     36
   3194   4.729483258245634E+08    634   -631    229     14    230     15
   3195   4.729483258245634E+08    642   -168     85    453     86    454
   3196   4.729483258245634E+08    458   -306    302    376    303    377
   3197   4.729483258245634E+08    752   -445     62    156     63    157
   3198   4.729483258245634E+08    711   -324     65    284     66    285
   3199   4.729483283318917E+08    667   -141     52    471     53    472
   3200   4.729483283318917E+08    735   -256     21    341     22    342
   3201   4.729483283318917E+08    752   -325     26    270     27    271
   3202   4.729483283318917E+08    749   -356     38    242     39    243
   3203   4.729483283318917E+08    776   -466     44    129     45    130
   3204   4.729483283318917E+08    681   -541    157     85    158     86
   3205   4.729483283318917E+08    754   -519     81     84     82     85
   3206   4.729483283318917E+08    698   -178     34    427     35    428
   3207   4.729483283318917E+08    719   -467     99    144    100    145
   3208   4.729483308392317E+08    638   -145     81    476     82    477
   3209   4.729483308392317E+08    734   -293     33    306     34    307
   3210   4.729483308392317E+08    723   -352     61    253     62    254
   3211   4.729483308392317E+08    754   -350     30    245     31    246
   3212   4.729483308392317E+08    632   -390    159    244    160    245
   3213   4.729483308392317E+08    262   -565    565    186    566    187
   3214   4.729483308392317E+08    264   -575    565    175    566    176
   3215   4.729483308392317E+08    770   -484     56    113     57    114
   3216   4.729483308392317E+08    692   -546    148     77    149     78
   3217   4.729483308392317E+08    682   -569    165     58    166     59
   3218   4.729483308392317E+08    629   -630    233     15    234     16
   3219   4.729483308392317E+08    776   -394     22    197     23    198
   3220   4.729483308392317E+08    733   -317     41    284     42    285
   3221   4.729483308392317E+08    732   -271     28    328     29    329
   3222   4.729483333465117E+08    700   -206     39    400     40    401
   3223   4.729483333465117E+08    768   -396     31    198     32    199
   3224   4.729483333465117E+08    716   -422     88    188     89    189
   3225   4.729483333465117E+08    714   -530    122     85    123     86
   3226   4.729483333465117E+08    703   -550    139     70    140     71
   3227   4.729483333465117E+08    684   -218     59    392     60    393
   3228   4.729483358538517E+08    619   -125     93    500     94    501
   3229   4.729483358538517E+08    747   -304     23    292     24    293
   3230   4.729483358538517E+08    735   -353     49    248     50    249
   3231   4.729483358538517E+08    764   -426     43    170     44    171
   3232   4.729483358538517E+08    634   -500    189    138    190    139
   3233   4.729483358538517E+08    731   -526    104     84    105     85
   3234   4.729483358538517E+08    718   -572    131     45    132     46
   3235   4.729483358538517E+08    686   -205     53    405     54    406
   3236   4.729483358538517E+08    761   -337     20    256     21    257
   3237   4.729483358538517E+08    773   -457     44    138     45    139
   3238   4.729483383611717E+08    720   -194     17    406     18    407
   3239   4.729483383611717E+08    708   -204     31    400     32    401
   3240   4.729483383611717E+08    664   -293    100    327    101    328
   3241   4.729483383611717E+08    754   -358     33    239     34    240
   3242   4.729483383611717E+08    770   -358     18    235     19    236
   3243   4.729483383611717E+08    750   -401     50    199     51    200
   3244   4.729483383611717E+08    678   -453    134    171    135    172
   3245   4.729483383611717E+08    764   -431     45    166     46    167
   3246   4.729483383611717E+08    713   -582    138     37    139     38
   3247   4.729483383611717E+08    660   -610    197     26    198     27
   3248   4.729483383611717E+08    785   -395     14    195     15    196
   3249   4.729483383611717E+08    769   -320      7    271      8    272
   3250   4.729483383611717E+08    673   -167     54    445     55    446
   3251   4.729483408684917E+08    713   -209     28    394     29    395
   3252   4.729483408684917E+08    738   -239     13    358     14    359
   3253   4.729483408684917E+08    726   -302     43    300     44    301
   3254   4.729483408684917E+08    738   -309     33    290     34    291
   3255   4.729483408684917E+08    724   -320     50    284     51    285
   3256   4.729483408684917E+08    771   -345     13    246     14    247
   3257   4.729483408684917E+08    770   -375     23    217     24    218
   3258   4.729483408684917E+08    682   -439    126    183    127    184
   3259   4.729483408684917E+08    720   -571    128     46    129     47
   3260   4.729483408684917E+08    756   -364     33    232     34    233
   3261   4.729483408684917E+08    646   -225     96    398     97    399
   3262   4.729483408684917E+08    698   -170     31    435     32    436
   3263   4.729483408684917E+08    716   -306     54    299     55    300
   3264   4.729483433758116E+08    728   -410     73    197     74    198
   3265   4.729483433758116E+08    728   -434     81    174     82    175
   3266   4.729483433758116E+08    749   -441     62    162     63    163
   3267   4.729483433758116E+08    707   -497    119    120    120    121
   3268   4.729483433758116E+08    704   -518    128    101    129    102
   3269   4.729483433758116E+08    784   -430     26    161     27    162
   3270   4.729483433758116E+08    783   -407     20    183     21    184
   3271   4.729483433758116E+08    762   -429     47    169     48    170
   3272   4.729483433758116E+08    746   -293     21    303     22    304
   3273   4.729483433758116E+08    742   -255     14    340     15    341
   3274   4.729483458831317E+08    573   -110    132    530    133    531
   3275   4.729483458831317E+08    718   -228     29    373     30    374
   3276   4.729483458831317E+08    719   -243     32    359     33    360
   3277   4.729483458831317E+08    756   -259      2    332      3    333
   3278   4.729483458831317E+08    737   -298     31    302     32    303
   3279   4.729483458831317E+08    724   -324     52    280     53    281
   3280   4.729483458831317E+08    736   -398     62    206     63    207
   3281   4.729483458831317E+08    758   -407     44    191     45    192
   3282   4.729483458831317E+08    571   -474    242    182    243    183
   3283   4.729483458831317E+08    711   -572    137     47    138     48
   3284   4.729483458831317E+08    678   -615    182     16    183     17
   3285   4.729483458831317E+08    627   -129     87    495     88    496
   3286   4.729483458831317E+08    560   -105    143    538    144    539
   3287   4.729483458831317E+08    738   -270     22    328     23    329
   3288   4.729483458831317E+08    761   -396     37    200     38    201
   3289   4.729483483904717E+08    684   -300     83    315     84    316
   3290   4.729483483904717E+08    737   -328     41    273     42    274
   3291   4.729483483904717E+08    735   -332     43    270     44    271
   3292   4.729483483904717E+08    743   -332     36    268     37    269
   3293   4.729483483904717E+08    786   -415     20    175     21    176
   3294   4.729483483904717E+08    751   -435     59    166     60    167
   3295   4.729483483904717E+08    739   -479     83    129     84    130
   3296   4.729483483904717E+08    704   -556    140     65    141     66
   3297   4.729483483904717E+08    711   -184     23    418     24    419
   3298   4.729483483904717E+08    734   -215     10    381     11    382
   3299   4.729483483904717E+08    751   -313     23    283     24    284
   3300   4.729483483904717E+08    717   -544    124     72    125     73
   3301   4.729483483904717E+08    336   -486    470    241    471    242
   3302   4.729483508978117E+08    641   -131     74    490     75    491
   3303   4.729483508978117E+08    724   -273     37    329     38    330
   3304   4.729483508978117E+08    731   -488     93    122     94    123
   3305   4.729483508978117E+08    756   -487     69    115     70    116
   3306   4.729483508978117E+08    404   -666    458     48    459     49
   3307   4.729483508978117E+08    717   -204     23    397     24    398
   3308   4.729483534050917E+08    753   -290     14    304     15    305
   3309   4.729483534050917E+08    769   -355     18    238     19    239
   3310   4.729483534050917E+08    787   -371      6    217      7    218
   3311   4.729483534050917E+08    768   -401     32    194     33    195
   3312   4.729483534050917E+08    742   -459     75    146     76    147
   3313   4.729483534050917E+08    770   -459     48    137     49    138
   3314   4.729483534050917E+08    349   -591    489    136    490    137
   3315   4.729483534050917E+08    750   -511     83     94     84     95
   3316   4.729483534050917E+08    657   -606    199     31    200     32
   3317   4.729483534050917E+08    688   -160     37    447     38    448
   3318   4.729483534050917E+08    742   -394     55    208     56    209
   3319   4.729483534050917E+08    740   -285     25    313     26    314
   3320   4.729483534050917E+08    715   -190     21    411     22    412
   3321   4.729483534050917E+08    709   -204     31    400     32    401
   3322   4.729483534050917E+08    709   -185     24    418     25    419
   3323   4.729483534050917E+08    711   -193     25    409     26    410
   3324   4.729483534050917E+08    680   -217     62    396     63    397
   3325   4.729483559124116E+08    707   -199     31    405     32    406
   3326   4.729483559124116E+08    686   -183     46    427     47    428
   3327   4.729483559124116E+08    388   -197    335    501    336    502
   3328   4.729483559124116E+08    717   -191     19    409     20    410
   3329   4.729483559124116E+08    730   -252     24    347     25    348
   3330   4.729483559124116E+08    746   -323     31    274     32    275
   3331   4.729483559124116E+08    677   -605    180     26    181     27
   3332   4.729483584197317E+08    766   -438     45    159     46    160
   3333   4.729483584197317E+08    768   -361     21    233     22    234
   3334   4.729483584197317E+08    710   -230     38    375     39    376
   3335   4.729483584197317E+08    702   -180     30    425     31    426
   3336   4.729483584197317E+08    708   -224     37    381     38    382
   3337   4.729483584197317E+08    753   -259      5    334      6    335
   3338   4.729483584197317E+08    755   -298     14    296     15    297
   3339   4.729483584197317E+08    750   -318     25    278     26    279
   3340   4.729483584197317E+08    787   -379      8    209      9    210
   3341   4.729483584197317E+08    773   -421     34    174     35    175
   3342   4.729483584197317E+08    772   -425     36    170     37    171
   3343   4.729483584197317E+08    712   -487    111    129    112    130
   3344   4.729483584197317E+08    637   -607    219     36    220     37
   3345   4.729483609270716E+08    760   -337     22    258     23    259
   3346   4.729483609270716E+08    726   -461     90    150     91    151
   3347   4.729483609270716E+08    750   -279     13    316     14    317
   3348   4.729483609270716E+08    782   -366      9    224     10    225
   3349   4.729483609270716E+08    656   -483    164    149    165    150
   3350   4.729483634343917E+08    787   -397     13    193     14    194
   3351   4.729483634343917E+08    755   -269      6    324      7    325
   3352   4.729483634343917E+08    338   -240    396    475    397    476
   3353   4.729483634343917E+08    753   -380     41    219     42    220
   3354   4.729483634343917E+08    768   -432     41    165     42    166
   3355   4.729483634343917E+08    712   -493    113    123    114    124
   3356   4.729483659417117E+08    727   -341     54    263     55    264
   3357   4.729483659417117E+08    657   -152     65    465     66    466
   3358   4.729483659417117E+08    736   -546    106     65    107     66
   3359   4.729483659417117E+08    679   -618    182     13    183     14
   3360   4.729483684490317E+08    785   -392     13    197     14    198
   3361   4.729483684490317E+08    693   -226     52    383     53    384
   3362   4.729483684490317E+08    758   -312     16    281     17    282
   3363   4.729483684490317E+08    675   -165     51    447     52    448
   3364   4.729483684490317E+08    680   -219     62    394     63    395
   3365   4.729483684490317E+08    752   -263      6    331      7    332
   3366   4.729483684490317E+08    738   -363     50    239     51    240
   3367   4.729483684490317E+08    745   -409     57    193     58    194
   3368   4.729483684490317E+08    704   -530    132     90    133     91
   3369   4.729483709563717E+08    547   -634    312     37    313     38
   3370   4.729483709563717E+08    739   -240     12    356     13    357
   3371   4.729483709563717E+08    750   -315     24    281     25    282
   3372   4.729483709563717E+08    742   -262     16    334     17    335
   3373   4.729483709563717E+08    740   -476     81    130     82    131
   3374   4.729483709563717E+08    679   -613    180     18    181     19
   3375   4.729483734636716E+08    751   -254      6    340      7    341
   3376   4.729483734636716E+08    769   -320      8    271      9    272
   3377   4.729483734636716E+08    741   -439     70    166     71    167
   3378   4.729483759709917E+08    556   -269    197    383    198    384
   3379   4.729483759709917E+08    768   -408     35    187     36    188
   3380   4.729483784783117E+08    772   -415     33    179     34    180
   3381   4.729483784783117E+08    704   -211     38    394     39    395
   3382   4.729483784783117E+08    742   -317     33    282     34    283
   3383   4.729483784783117E+08    760   -494     68    108     69    109
   3384   4.729483784783117E+08    471   -620    381     73    382     74
   3385   4.729483784783117E+08    663   -614    197     22    198     23
   3386   4.729483784783117E+08    731   -272     31    329     32    330
   3387   4.729483784783117E+08    773   -323      5    267      6    268
   3388   4.729483784783117E+08    772   -425     36    170     37    171
   3389   4.729483809856317E+08    748   -438     63    165     64    166
   3390   4.729483834929517E+08    733   -230     16    367     17    368
   3391   4.729483834929517E+08    742   -276     21    322     22    323
   3392   4.729483834929517E+08    749   -339     33    259     34    260
   3393   4.729483860002917E+08    751   -298     19    297     20    298
   3394   4.729483860002917E+08    473   -281    279    396    280    397
   3395   4.729483860002917E+08    742   -286     23    312     24    313
   3396   4.729483860002917E+08    581   -626    279     34    280     35
   3397   4.729483885076116E+08    727   -206     15    393     16    394
   3398   4.729483885076116E+08    762   -407     40    190     41    191
   3399   4.729483885076116E+08    737   -471     84    136     85    137
   3400   4.729483885076116E+08    727   -568    121     47    122     48
   3401   4.729483885076116E+08    766   -299      5    292      6    293
   3402   4.729483885076116E+08    750   -452     65    150     66    151
   3403   4.729483910149518E+08    745   -432     64    171     65    172
   3404   4.729483910149518E+08    765   -305      8    286      9    287
   3405   4.729483910149518E+08    593   -615    264     41    265     42
   3406   4.729483935222317E+08    530   -521    296    150    297    151
   3407   4.729483960295517E+08    744   -242      9    353     10    354
   3408   4.729483960295517E+08    739   -270     22    328     23    329
   3409   4.729483960295517E+08    683   -597    173     32    174     33
   3410   4.729483985368917E+08    738   -284     27    314     28    315
   3411   4.729483985368917E+08    230   -488    573    270    574    271
   3412   4.729484035515317E+08    527   -181    199    476    200    477
   3413   4.729484035515317E+08    361   -637    492     89    493     90
   3414   4.729484035515317E+08    679   -539    159     89    160     90
   3415   4.729484060588517E+08    601   -157    121    477    122    478
   3416   4.729484060588517E+08    592   -476    225    175    226    176
   3417   4.729484085661717E+08    595   -268    159    373    160    374
   3418   4.729484085661717E+08    734   -258     24    340     25    341
   3419   4.729484085661717E+08    643   -585    207     55    208     56
   3420   4.729484110735117E+08    473   -530    353    158    354    159
   3421   4.729484135808517E+08    587   -123    124    513    125    514
   3422   4.729484185954517E+08    510   -627    347     55    348     56
   3423   4.729484236101117E+08    427   -277    323    413    324    414
   3424   4.729484236101117E+08    219   -439    569    320    570    321
   3425   4.729484496420434E+08    -16   -167    210    508    211    509
   3426   4.729484546566917E+08   -121   -228    327    481    328    482
   3427   4.729484571640517E+08     92   -238    126    409    127    410
   3428   4.729484596713317E+08    145   -219     71    411     72    412
   3429   4.729484646859717E+08   -266   -206    459    546    460    547
   3430   4.729484671932917E+08   -270   -615    585    156    586    157
   3431   4.729484697006317E+08    -82   -629    410     87    411     88
   3432   4.729484697006317E+08     50   -602    276     74    277     75
   3433   4.729484747152717E+08    -64   -413    328    289    329    290
   3434   4.729484822372317E+08     53   -348    198    315    199    316
   3435   4.729484872518717E+08     50   -337    197    327    198    328
   3436   4.729484872518717E+08    -42   -373    296    320    297    321
   3437   4.729484897592117E+08    -67   -263    287    432    288    433
   3438   4.729484947738516E+08     18   -244    200    425    201    426
   3439   4.729485022958317E+08      9   -322    231    353    232    354
   3440   4.729485098177717E+08     82   -327    164    327    165    328
   3441   4.729485123250917E+08    150   -537    162    106    163    107
   3442   4.729485248617117E+08    -36   -200    239    484    240    485
   3443   4.729485248617117E+08    160   -561    160     80    161     81
   3444   4.729485273690517E+08    186   -407     90    220     91    221
   3445   4.729485273690517E+08    259   -386     14    218     15    219
   3446   4.729485348909916E+08   -114   -307    345    404    346    405
   3447   4.729485348909916E+08    109   -410    164    240    165    241
   3448   4.729485424129717E+08   -291   -344    525    421    526    422
   3449   4.729485449202917E+08    208   -399     66    220     67    221
   3450   4.729485726435034E+08    244   -859    298    288    299    289
   3451   4.729485726435034E+08    516   -924     57    146     58    147
   3452   4.729485751508517E+08    448   -654     43    425     44    426
   3453   4.729485776581317E+08    486   -730     29    341     30    342
   3454   4.729485776581317E+08    137  -1028    451    160    452    161
   3455   4.729485801654517E+08    306   -723    199    401    200    402
   3456   4.729485801654517E+08    486   -709     22    361     23    362
   3457   4.729485801654517E+08    523   -761      2    300      3    301
   3458   4.729485801654517E+08    526   -876     34    190     35    191
   3459   4.729485851800917E+08    513   -936     64    136     65    137
   3460   4.729485876874316E+08    515   -774     14    290     15    291
   3461   4.729485876874316E+08    534   -813      8    248      9    249
   3462   4.729485901947517E+08    529   -919     43    148     44    149
   3463   4.729485901947517E+08    223  -1075    382     89    383     90
   3464   4.729485927020717E+08    -10   -737    505    481    506    482
   3465   4.729485927020717E+08    521   -845     29    220     30    221
   3466   4.729485952093917E+08    472   -676     26    396     27    397
   3467   4.729485952093917E+08     21   -881    517    335    518    336
   3468   4.729485952093917E+08    517   -795     19    270     20    271
   3469   4.729485977167317E+08    142   -574    312    591    313    592
   3470   4.729485977167317E+08     16   -638    450    569    451    570
   3471   4.729486002240517E+08    500   -923     72    152     73    153
   3472   4.729486002240517E+08    283   -992    300    150    301    151
   3473   4.729486002240517E+08    517   -956     66    116     67    117
   3474   4.729486027313917E+08    474   -804     63    273     64    274
   3475   4.729486052386717E+08    139   -740    363    433    364    434
   3476   4.729486052386717E+08     39   -812    480    395    481    396
   3477   4.729486052386717E+08    490   -712     20    356     21    357
   3478   4.729486052386717E+08    491   -789     41    282     42    283
   3479   4.729486052386717E+08    545   -843      6    214      7    215
   3480   4.729486077459917E+08    527   -795      9    265     10    266
   3481   4.729486102533317E+08    493   -688      9    378     10    379
   3482   4.729486102533317E+08    486   -740     31    331     32    332
   3483   4.729486102533317E+08     20   -924    531    293    532    294
   3484   4.729486102533317E+08    475   -964    108    119    109    120
   3485   4.729486127606517E+08    513   -870     44    198     45    199
   3486   4.729486127606517E+08    134  -1142    487     51    488     52
   3487   4.729486152679716E+08    518   -758      6    303      7    304
   3488   4.729486152679716E+08    517   -766     10    297     11    298
   3489   4.729486152679716E+08    504   -831     42    238     43    239
   3490   4.729486152679716E+08    529   -883     33    181     34    182
   3491   4.729486177752917E+08    527   -858     28    206     29    207
   3492   4.729486177752917E+08    522   -907     47    160     48    161
   3493   4.729486177752917E+08    281  -1009    308    134    309    135
   3494   4.729486202826117E+08    385   -681    111    416    112    417
   3495   4.729486202826117E+08    529   -853     24    210     25    211
   3496   4.729486202826117E+08    515   -860     40    207     41    208
   3497   4.729486202826117E+08    471   -977    116    108    117    109
   3498   4.729486227899517E+08    525   -887     38    178     39    179
   3499   4.729486227899517E+08    497   -964     87    113     88    114
   3500   4.729486252972717E+08    495   -721     17    346     18    347
   3501   4.729486252972717E+08    492   -876     66    199     67    200
   3502   4.729486252972717E+08    523   -961     62    108     63    109
   3503   4.729486278046117E+08    455   -721     55    358     56    359
   3504   4.729486278046117E+08    456   -865     97    220     98    221
   3505   4.729486303118917E+08    442   -642     45    436     46    437
   3506   4.729486303118917E+08    497   -762     27    306     28    307
   3507   4.729486303118917E+08    528   -953     54    114     55    115
   3508   4.729486303118917E+08    480  -1009    117     75    118     76
   3509   4.729486328192117E+08    520   -775      9    286     10    287
   3510   4.729486328192117E+08    478   -824     64    252     65    253
   3511   4.729486328192117E+08    512   -814     29    252     30    253
   3512   4.729486353265517E+08    166   -878    378    293    379    294
   3513   4.729486353265517E+08    492   -777     37    293     38    294
   3514   4.729486353265517E+08    503   -803     34    265     35    266
   3515   4.729486353265517E+08    527   -834     21    228     22    229
   3516   4.729486353265517E+08    543   -853     11    205     12    206
   3517   4.729486353265517E+08    490   -930     84    147     85    148
   3518   4.729486378338717E+08    450   -659     42    418     43    419
   3519   4.729486378338717E+08    497   -692      7    373      8    374
   3520   4.729486378338717E+08    515   -808     24    256     25    257
   3521   4.729486378338717E+08    512   -819     31    247     32    248
   3522   4.729486378338717E+08    410  -1082    206     26    207     27
   3523   4.729518612597317E+08    333    758    374    582    375    583
   3524   4.729518612597317E+08    588    734    137    483    138    484
   3525   4.729518687816917E+08    360    335    473    171    474    172
   3526   4.729518763036717E+08    545    646    204    413    205    414
   3527   4.729518813183116E+08    749    493     55    207     56    208
   3528   4.729518863329517E+08    724    393    108    119    109    120
   3529   4.729518888402717E+08    413    445    390    262    391    263
   3530   4.729518913475917E+08    242    417    562    285    563    286
   3531   4.729519063915117E+08    416    661    322    467    323    468
   3532   4.729519063915117E+08    459    317    383    125    384    126
   3533   4.729519139134917E+08    501    610    257    393    258    394
   3534   4.729519189281317E+08    654    374    180    122    181    123
   3535   4.729519214354917E+08    295    468    496    318    497    319
   3536   4.729519264500917E+08    560    311    288     89    289     90
   3537   4.729519289574117E+08    509    634    241    413    242    414
   3538   4.729519289574117E+08    651    526    138    267    139    268
   3539   4.729519289574117E+08    707    519     86    245     87    246
   3540   4.729519339720717E+08    396    431    409    253    410    254
   3541   4.729519414940117E+08    476    666    263    454    264    455
   3542   4.729519440013517E+08    332    269    519    117    520    118
   3543   4.729519440013517E+08    372    429    432    258    433    259
   3544   4.729519465086717E+08    338    550    430    384    431    385
   3545   4.729519490159916E+08    282    743    426    584    427    585
   3546   4.729519490159916E+08    306    633    436    472    437    473
   3547   4.729519490159916E+08    466    201    411     12    412     13
   3548   4.729519515233117E+08    546    451    260    227    261    228
   3549   4.729519615525917E+08    324    767    379    594    380    595
   3550   4.729520094371117E+08    207  -1140    410     27    411     28
   3551   4.729520169590717E+08    469   -725     37    344     38    345
   3552   4.729520370176317E+08    -41   -928    584    301    585    302
   3553   4.729520570762116E+08    351   -803    173    303    174    304
   3554   4.729520595835317E+08    473   -690     24    375     25    376
   3555   4.729520620908718E+08    231   -793    285    349    286    350
